year,month,month_padded,month_long,month_short,day,day_padded,day_ord,date_1,date_2,date_3,births
1994,10,10,October,Oc,12,12,12th,"12th October, 1994","Oc 12, 1994",1994-10-12,11846
1994,10,10,October,Oc,13,13,13th,"13th October, 1994","Oc 13, 1994",1994-10-13,11398
1994,10,10,October,Oc,14,14,14th,"14th October, 1994","Oc 14, 1994",1994-10-14,11959
1994,10,10,October,Oc,15,15,15th,"15th October, 1994","Oc 15, 1994",1994-10-15,9077
1994,10,10,October,Oc,16,16,16th,"16th October, 1994","Oc 16, 1994",1994-10-16,8022
1994,10,10,October,Oc,17,17,17th,"17th October, 1994","Oc 17, 1994",1994-10-17,11127
1994,10,10,October,Oc,18,18,18th,"18th October, 1994","Oc 18, 1994",1994-10-18,11888
1994,10,10,October,Oc,19,19,19th,"19th October, 1994","Oc 19, 1994",1994-10-19,11533
1994,10,10,October,Oc,20,20,20th,"20th October, 1994","Oc 20, 1994",1994-10-20,11876
1994,10,10,October,Oc,21,21,21st,"21st October, 1994","Oc 21, 1994",1994-10-21,11562
1994,10,10,October,Oc,22,22,22nd,"22nd October, 1994","Oc 22, 1994",1994-10-22,9086
1994,10,10,October,Oc,23,23,23rd,"23rd October, 1994","Oc 23, 1994",1994-10-23,7914
1994,10,10,October,Oc,24,24,24th,"24th October, 1994","Oc 24, 1994",1994-10-24,11068
1994,10,10,October,Oc,25,25,25th,"25th October, 1994","Oc 25, 1994",1994-10-25,12019
1994,10,10,October,Oc,26,26,26th,"26th October, 1994","Oc 26, 1994",1994-10-26,11683
1994,10,10,October,Oc,27,27,27th,"27th October, 1994","Oc 27, 1994",1994-10-27,11420
1994,10,10,October,Oc,28,28,28th,"28th October, 1994","Oc 28, 1994",1994-10-28,11608
1994,10,10,October,Oc,29,29,29th,"29th October, 1994","Oc 29, 1994",1994-10-29,8855
1994,10,10,October,Oc,30,30,30th,"30th October, 1994","Oc 30, 1994",1994-10-30,8262
1994,10,10,October,Oc,31,31,31st,"31st October, 1994","Oc 31, 1994",1994-10-31,9833
1994,11,11,November,Nov,1,01,1st,"1st November, 1994","Nov 1, 1994",1994-11-01,12316
1994,11,11,November,Nov,2,02,2nd,"2nd November, 1994","Nov 2, 1994",1994-11-02,11736
1994,11,11,November,Nov,3,03,3rd,"3rd November, 1994","Nov 3, 1994",1994-11-03,11703
1994,11,11,November,Nov,4,04,4th,"4th November, 1994","Nov 4, 1994",1994-11-04,11956
1994,11,11,November,Nov,5,05,5th,"5th November, 1994","Nov 5, 1994",1994-11-05,8826
1994,11,11,November,Nov,6,06,6th,"6th November, 1994","Nov 6, 1994",1994-11-06,8100
1994,11,11,November,Nov,7,07,7th,"7th November, 1994","Nov 7, 1994",1994-11-07,11283
1994,11,11,November,Nov,8,08,8th,"8th November, 1994","Nov 8, 1994",1994-11-08,11999
1994,11,11,November,Nov,9,09,9th,"9th November, 1994","Nov 9, 1994",1994-11-09,11811
1994,11,11,November,Nov,10,10,10th,"10th November, 1994","Nov 10, 1994",1994-11-10,11728
1994,11,11,November,Nov,11,11,11th,"11th November, 1994","Nov 11, 1994",1994-11-11,11533
1994,11,11,November,Nov,12,12,12th,"12th November, 1994","Nov 12, 1994",1994-11-12,8672
1994,11,11,November,Nov,13,13,13th,"13th November, 1994","Nov 13, 1994",1994-11-13,8093
1994,11,11,November,Nov,14,14,14th,"14th November, 1994","Nov 14, 1994",1994-11-14,11044
1994,11,11,November,Nov,15,15,15th,"15th November, 1994","Nov 15, 1994",1994-11-15,11985
1994,11,11,November,Nov,16,16,16th,"16th November, 1994","Nov 16, 1994",1994-11-16,11634
1994,11,11,November,Nov,17,17,17th,"17th November, 1994","Nov 17, 1994",1994-11-17,11703
1994,11,11,November,Nov,18,18,18th,"18th November, 1994","Nov 18, 1994",1994-11-18,11826
1994,11,11,November,Nov,19,19,19th,"19th November, 1994","Nov 19, 1994",1994-11-19,8771
1994,11,11,November,Nov,20,20,20th,"20th November, 1994","Nov 20, 1994",1994-11-20,8133
1994,11,11,November,Nov,21,21,21st,"21st November, 1994","Nov 21, 1994",1994-11-21,11807
1994,11,11,November,Nov,22,22,22nd,"22nd November, 1994","Nov 22, 1994",1994-11-22,12764
1994,11,11,November,Nov,23,23,23rd,"23rd November, 1994","Nov 23, 1994",1994-11-23,11332
1994,11,11,November,Nov,24,24,24th,"24th November, 1994","Nov 24, 1994",1994-11-24,8036
1994,11,11,November,Nov,25,25,25th,"25th November, 1994","Nov 25, 1994",1994-11-25,9419
1994,11,11,November,Nov,26,26,26th,"26th November, 1994","Nov 26, 1994",1994-11-26,8427
1994,11,11,November,Nov,27,27,27th,"27th November, 1994","Nov 27, 1994",1994-11-27,7937
1994,11,11,November,Nov,28,28,28th,"28th November, 1994","Nov 28, 1994",1994-11-28,11003
1994,11,11,November,Nov,29,29,29th,"29th November, 1994","Nov 29, 1994",1994-11-29,12177
1994,11,11,November,Nov,30,30,30th,"30th November, 1994","Nov 30, 1994",1994-11-30,11643
1994,12,12,December,Dec,1,01,1st,"1st December, 1994","Dec 1, 1994",1994-12-01,11681
1994,12,12,December,Dec,2,02,2nd,"2nd December, 1994","Dec 2, 1994",1994-12-02,11379
1994,12,12,December,Dec,3,03,3rd,"3rd December, 1994","Dec 3, 1994",1994-12-03,8585
1994,12,12,December,Dec,4,04,4th,"4th December, 1994","Dec 4, 1994",1994-12-04,7980
1994,12,12,December,Dec,5,05,5th,"5th December, 1994","Dec 5, 1994",1994-12-05,10772
1994,12,12,December,Dec,6,06,6th,"6th December, 1994","Dec 6, 1994",1994-12-06,11923
1994,12,12,December,Dec,7,07,7th,"7th December, 1994","Dec 7, 1994",1994-12-07,11335
1994,12,12,December,Dec,8,08,8th,"8th December, 1994","Dec 8, 1994",1994-12-08,11337
1994,12,12,December,Dec,9,09,9th,"9th December, 1994","Dec 9, 1994",1994-12-09,11205
1994,12,12,December,Dec,10,10,10th,"10th December, 1994","Dec 10, 1994",1994-12-10,8461
1994,12,12,December,Dec,11,11,11th,"11th December, 1994","Dec 11, 1994",1994-12-11,7936
1994,12,12,December,Dec,12,12,12th,"12th December, 1994","Dec 12, 1994",1994-12-12,11106
1994,12,12,December,Dec,13,13,13th,"13th December, 1994","Dec 13, 1994",1994-12-13,11884
1994,12,12,December,Dec,14,14,14th,"14th December, 1994","Dec 14, 1994",1994-12-14,11716
1994,12,12,December,Dec,15,15,15th,"15th December, 1994","Dec 15, 1994",1994-12-15,11962
1994,12,12,December,Dec,16,16,16th,"16th December, 1994","Dec 16, 1994",1994-12-16,12144
1994,12,12,December,Dec,17,17,17th,"17th December, 1994","Dec 17, 1994",1994-12-17,8726
1994,12,12,December,Dec,18,18,18th,"18th December, 1994","Dec 18, 1994",1994-12-18,8130
1994,12,12,December,Dec,19,19,19th,"19th December, 1994","Dec 19, 1994",1994-12-19,11502
1994,12,12,December,Dec,20,20,20th,"20th December, 1994","Dec 20, 1994",1994-12-20,12880
1994,12,12,December,Dec,21,21,21st,"21st December, 1994","Dec 21, 1994",1994-12-21,12391
1994,12,12,December,Dec,22,22,22nd,"22nd December, 1994","Dec 22, 1994",1994-12-22,11504
1994,12,12,December,Dec,23,23,23rd,"23rd December, 1994","Dec 23, 1994",1994-12-23,10087
1994,12,12,December,Dec,24,24,24th,"24th December, 1994","Dec 24, 1994",1994-12-24,7898
1994,12,12,December,Dec,25,25,25th,"25th December, 1994","Dec 25, 1994",1994-12-25,7192
1994,12,12,December,Dec,26,26,26th,"26th December, 1994","Dec 26, 1994",1994-12-26,8454
1994,12,12,December,Dec,27,27,27th,"27th December, 1994","Dec 27, 1994",1994-12-27,11131
1994,12,12,December,Dec,28,28,28th,"28th December, 1994","Dec 28, 1994",1994-12-28,12398
1994,12,12,December,Dec,29,29,29th,"29th December, 1994","Dec 29, 1994",1994-12-29,12189
1994,12,12,December,Dec,30,30,30th,"30th December, 1994","Dec 30, 1994",1994-12-30,12051
1994,12,12,December,Dec,31,31,31st,"31st December, 1994","Dec 31, 1994",1994-12-31,8809
1995,1,01,January,Jan,1,01,1st,"1st January, 1995","Jan 1, 1995",1995-01-01,7828
1995,1,01,January,Jan,2,02,2nd,"2nd January, 1995","Jan 2, 1995",1995-01-02,7883
1995,1,01,January,Jan,3,03,3rd,"3rd January, 1995","Jan 3, 1995",1995-01-03,9999
1995,1,01,January,Jan,4,04,4th,"4th January, 1995","Jan 4, 1995",1995-01-04,11315
1995,1,01,January,Jan,5,05,5th,"5th January, 1995","Jan 5, 1995",1995-01-05,11243
1995,1,01,January,Jan,6,06,6th,"6th January, 1995","Jan 6, 1995",1995-01-06,11506
1995,1,01,January,Jan,7,07,7th,"7th January, 1995","Jan 7, 1995",1995-01-07,8681
1995,1,01,January,Jan,8,08,8th,"8th January, 1995","Jan 8, 1995",1995-01-08,7821
1995,1,01,January,Jan,9,09,9th,"9th January, 1995","Jan 9, 1995",1995-01-09,10434
1995,1,01,January,Jan,10,10,10th,"10th January, 1995","Jan 10, 1995",1995-01-10,11665
1995,1,01,January,Jan,11,11,11th,"11th January, 1995","Jan 11, 1995",1995-01-11,11279
1995,1,01,January,Jan,12,12,12th,"12th January, 1995","Jan 12, 1995",1995-01-12,11416
1995,1,01,January,Jan,13,13,13th,"13th January, 1995","Jan 13, 1995",1995-01-13,11071
1995,1,01,January,Jan,14,14,14th,"14th January, 1995","Jan 14, 1995",1995-01-14,8887
1995,1,01,January,Jan,15,15,15th,"15th January, 1995","Jan 15, 1995",1995-01-15,7988
1995,1,01,January,Jan,16,16,16th,"16th January, 1995","Jan 16, 1995",1995-01-16,10417
1995,1,01,January,Jan,17,17,17th,"17th January, 1995","Jan 17, 1995",1995-01-17,11345
1995,1,01,January,Jan,18,18,18th,"18th January, 1995","Jan 18, 1995",1995-01-18,11252
1995,1,01,January,Jan,19,19,19th,"19th January, 1995","Jan 19, 1995",1995-01-19,11331
1995,1,01,January,Jan,20,20,20th,"20th January, 1995","Jan 20, 1995",1995-01-20,11481
1995,1,01,January,Jan,21,21,21st,"21st January, 1995","Jan 21, 1995",1995-01-21,8746
1995,1,01,January,Jan,22,22,22nd,"22nd January, 1995","Jan 22, 1995",1995-01-22,7956
1995,1,01,January,Jan,23,23,23rd,"23rd January, 1995","Jan 23, 1995",1995-01-23,10640
1995,1,01,January,Jan,24,24,24th,"24th January, 1995","Jan 24, 1995",1995-01-24,11344
1995,1,01,January,Jan,25,25,25th,"25th January, 1995","Jan 25, 1995",1995-01-25,11096
1995,1,01,January,Jan,26,26,26th,"26th January, 1995","Jan 26, 1995",1995-01-26,11380
1995,1,01,January,Jan,27,27,27th,"27th January, 1995","Jan 27, 1995",1995-01-27,11340
1995,1,01,January,Jan,28,28,28th,"28th January, 1995","Jan 28, 1995",1995-01-28,8781
1995,1,01,January,Jan,29,29,29th,"29th January, 1995","Jan 29, 1995",1995-01-29,8009
1995,1,01,January,Jan,30,30,30th,"30th January, 1995","Jan 30, 1995",1995-01-30,10515
1995,1,01,January,Jan,31,31,31st,"31st January, 1995","Jan 31, 1995",1995-01-31,11364
1995,2,02,February,Feb,1,01,1st,"1st February, 1995","Feb 1, 1995",1995-02-01,11279
1995,2,02,February,Feb,2,02,2nd,"2nd February, 1995","Feb 2, 1995",1995-02-02,11490
1995,2,02,February,Feb,3,03,3rd,"3rd February, 1995","Feb 3, 1995",1995-02-03,11264
1995,2,02,February,Feb,4,04,4th,"4th February, 1995","Feb 4, 1995",1995-02-04,8769
1995,2,02,February,Feb,5,05,5th,"5th February, 1995","Feb 5, 1995",1995-02-05,8017
1995,2,02,February,Feb,6,06,6th,"6th February, 1995","Feb 6, 1995",1995-02-06,10587
1995,2,02,February,Feb,7,07,7th,"7th February, 1995","Feb 7, 1995",1995-02-07,11483
1995,2,02,February,Feb,8,08,8th,"8th February, 1995","Feb 8, 1995",1995-02-08,11205
1995,2,02,February,Feb,9,09,9th,"9th February, 1995","Feb 9, 1995",1995-02-09,11282
1995,2,02,February,Feb,10,10,10th,"10th February, 1995","Feb 10, 1995",1995-02-10,11615
1995,2,02,February,Feb,11,11,11th,"11th February, 1995","Feb 11, 1995",1995-02-11,8949
1995,2,02,February,Feb,12,12,12th,"12th February, 1995","Feb 12, 1995",1995-02-12,8007
1995,2,02,February,Feb,13,13,13th,"13th February, 1995","Feb 13, 1995",1995-02-13,10351
1995,2,02,February,Feb,14,14,14th,"14th February, 1995","Feb 14, 1995",1995-02-14,12454
1995,2,02,February,Feb,15,15,15th,"15th February, 1995","Feb 15, 1995",1995-02-15,11828
1995,2,02,February,Feb,16,16,16th,"16th February, 1995","Feb 16, 1995",1995-02-16,11657
1995,2,02,February,Feb,17,17,17th,"17th February, 1995","Feb 17, 1995",1995-02-17,11625
1995,2,02,February,Feb,18,18,18th,"18th February, 1995","Feb 18, 1995",1995-02-18,8788
1995,2,02,February,Feb,19,19,19th,"19th February, 1995","Feb 19, 1995",1995-02-19,8038
1995,2,02,February,Feb,20,20,20th,"20th February, 1995","Feb 20, 1995",1995-02-20,10258
1995,2,02,February,Feb,21,21,21st,"21st February, 1995","Feb 21, 1995",1995-02-21,11582
1995,2,02,February,Feb,22,22,22nd,"22nd February, 1995","Feb 22, 1995",1995-02-22,11716
1995,2,02,February,Feb,23,23,23rd,"23rd February, 1995","Feb 23, 1995",1995-02-23,11786
1995,2,02,February,Feb,24,24,24th,"24th February, 1995","Feb 24, 1995",1995-02-24,11671
1995,2,02,February,Feb,25,25,25th,"25th February, 1995","Feb 25, 1995",1995-02-25,8829
1995,2,02,February,Feb,26,26,26th,"26th February, 1995","Feb 26, 1995",1995-02-26,8183
1995,2,02,February,Feb,27,27,27th,"27th February, 1995","Feb 27, 1995",1995-02-27,10702
1995,2,02,February,Feb,28,28,28th,"28th February, 1995","Feb 28, 1995",1995-02-28,11679
1995,3,03,March,Mar,1,01,1st,"1st March, 1995","Mar 1, 1995",1995-03-01,11540
1995,3,03,March,Mar,2,02,2nd,"2nd March, 1995","Mar 2, 1995",1995-03-02,11377
1995,3,03,March,Mar,3,03,3rd,"3rd March, 1995","Mar 3, 1995",1995-03-03,11649
1995,3,03,March,Mar,4,04,4th,"4th March, 1995","Mar 4, 1995",1995-03-04,8807
1995,3,03,March,Mar,5,05,5th,"5th March, 1995","Mar 5, 1995",1995-03-05,7984
1995,3,03,March,Mar,6,06,6th,"6th March, 1995","Mar 6, 1995",1995-03-06,10810
1995,3,03,March,Mar,7,07,7th,"7th March, 1995","Mar 7, 1995",1995-03-07,12115
1995,3,03,March,Mar,8,08,8th,"8th March, 1995","Mar 8, 1995",1995-03-08,11618
1995,3,03,March,Mar,9,09,9th,"9th March, 1995","Mar 9, 1995",1995-03-09,11380
1995,3,03,March,Mar,10,10,10th,"10th March, 1995","Mar 10, 1995",1995-03-10,11827
1995,3,03,March,Mar,11,11,11th,"11th March, 1995","Mar 11, 1995",1995-03-11,8744
1995,3,03,March,Mar,12,12,12th,"12th March, 1995","Mar 12, 1995",1995-03-12,7859
1995,3,03,March,Mar,13,13,13th,"13th March, 1995","Mar 13, 1995",1995-03-13,10609
1995,3,03,March,Mar,14,14,14th,"14th March, 1995","Mar 14, 1995",1995-03-14,11750
1995,3,03,March,Mar,15,15,15th,"15th March, 1995","Mar 15, 1995",1995-03-15,11736
1995,3,03,March,Mar,16,16,16th,"16th March, 1995","Mar 16, 1995",1995-03-16,11751
1995,3,03,March,Mar,17,17,17th,"17th March, 1995","Mar 17, 1995",1995-03-17,11953
1995,3,03,March,Mar,18,18,18th,"18th March, 1995","Mar 18, 1995",1995-03-18,8538
1995,3,03,March,Mar,19,19,19th,"19th March, 1995","Mar 19, 1995",1995-03-19,7787
1995,3,03,March,Mar,20,20,20th,"20th March, 1995","Mar 20, 1995",1995-03-20,10588
1995,3,03,March,Mar,21,21,21st,"21st March, 1995","Mar 21, 1995",1995-03-21,11837
1995,3,03,March,Mar,22,22,22nd,"22nd March, 1995","Mar 22, 1995",1995-03-22,11485
1995,3,03,March,Mar,23,23,23rd,"23rd March, 1995","Mar 23, 1995",1995-03-23,11435
1995,3,03,March,Mar,24,24,24th,"24th March, 1995","Mar 24, 1995",1995-03-24,11329
1995,3,03,March,Mar,25,25,25th,"25th March, 1995","Mar 25, 1995",1995-03-25,8628
1995,3,03,March,Mar,26,26,26th,"26th March, 1995","Mar 26, 1995",1995-03-26,7614
1995,3,03,March,Mar,27,27,27th,"27th March, 1995","Mar 27, 1995",1995-03-27,10541
1995,3,03,March,Mar,28,28,28th,"28th March, 1995","Mar 28, 1995",1995-03-28,11563
1995,3,03,March,Mar,29,29,29th,"29th March, 1995","Mar 29, 1995",1995-03-29,11125
1995,3,03,March,Mar,30,30,30th,"30th March, 1995","Mar 30, 1995",1995-03-30,11205
1995,3,03,March,Mar,31,31,31st,"31st March, 1995","Mar 31, 1995",1995-03-31,11319
1995,4,04,April,Apr,1,01,1st,"1st April, 1995","Apr 1, 1995",1995-04-01,8398
1995,4,04,April,Apr,2,02,2nd,"2nd April, 1995","Apr 2, 1995",1995-04-02,7547
1995,4,04,April,Apr,3,03,3rd,"3rd April, 1995","Apr 3, 1995",1995-04-03,10651
1995,4,04,April,Apr,4,04,4th,"4th April, 1995","Apr 4, 1995",1995-04-04,11960
1995,4,04,April,Apr,5,05,5th,"5th April, 1995","Apr 5, 1995",1995-04-05,11475
1995,4,04,April,Apr,6,06,6th,"6th April, 1995","Apr 6, 1995",1995-04-06,11429
1995,4,04,April,Apr,7,07,7th,"7th April, 1995","Apr 7, 1995",1995-04-07,11587
1995,4,04,April,Apr,8,08,8th,"8th April, 1995","Apr 8, 1995",1995-04-08,8588
1995,4,04,April,Apr,9,09,9th,"9th April, 1995","Apr 9, 1995",1995-04-09,7839
1995,4,04,April,Apr,10,10,10th,"10th April, 1995","Apr 10, 1995",1995-04-10,10930
1995,4,04,April,Apr,11,11,11th,"11th April, 1995","Apr 11, 1995",1995-04-11,11939
1995,4,04,April,Apr,12,12,12th,"12th April, 1995","Apr 12, 1995",1995-04-12,11750
1995,4,04,April,Apr,13,13,13th,"13th April, 1995","Apr 13, 1995",1995-04-13,11411
1995,4,04,April,Apr,14,14,14th,"14th April, 1995","Apr 14, 1995",1995-04-14,10687
1995,4,04,April,Apr,15,15,15th,"15th April, 1995","Apr 15, 1995",1995-04-15,8492
1995,4,04,April,Apr,16,16,16th,"16th April, 1995","Apr 16, 1995",1995-04-16,7503
1995,4,04,April,Apr,17,17,17th,"17th April, 1995","Apr 17, 1995",1995-04-17,10640
1995,4,04,April,Apr,18,18,18th,"18th April, 1995","Apr 18, 1995",1995-04-18,11652
1995,4,04,April,Apr,19,19,19th,"19th April, 1995","Apr 19, 1995",1995-04-19,11680
1995,4,04,April,Apr,20,20,20th,"20th April, 1995","Apr 20, 1995",1995-04-20,11504
1995,4,04,April,Apr,21,21,21st,"21st April, 1995","Apr 21, 1995",1995-04-21,11445
1995,4,04,April,Apr,22,22,22nd,"22nd April, 1995","Apr 22, 1995",1995-04-22,8560
1995,4,04,April,Apr,23,23,23rd,"23rd April, 1995","Apr 23, 1995",1995-04-23,7749
1995,4,04,April,Apr,24,24,24th,"24th April, 1995","Apr 24, 1995",1995-04-24,11014
1995,4,04,April,Apr,25,25,25th,"25th April, 1995","Apr 25, 1995",1995-04-25,11811
1995,4,04,April,Apr,26,26,26th,"26th April, 1995","Apr 26, 1995",1995-04-26,11551
1995,4,04,April,Apr,27,27,27th,"27th April, 1995","Apr 27, 1995",1995-04-27,11601
1995,4,04,April,Apr,28,28,28th,"28th April, 1995","Apr 28, 1995",1995-04-28,11457
1995,4,04,April,Apr,29,29,29th,"29th April, 1995","Apr 29, 1995",1995-04-29,8492
1995,4,04,April,Apr,30,30,30th,"30th April, 1995","Apr 30, 1995",1995-04-30,7777
1995,5,05,May,May,1,01,1st,"1st May, 1995","May 1, 1995",1995-05-01,11090
1995,5,05,May,May,2,02,2nd,"2nd May, 1995","May 2, 1995",1995-05-02,12119
1995,5,05,May,May,3,03,3rd,"3rd May, 1995","May 3, 1995",1995-05-03,11502
1995,5,05,May,May,4,04,4th,"4th May, 1995","May 4, 1995",1995-05-04,11800
1995,5,05,May,May,5,05,5th,"5th May, 1995","May 5, 1995",1995-05-05,11718
1995,5,05,May,May,6,06,6th,"6th May, 1995","May 6, 1995",1995-05-06,8565
1995,5,05,May,May,7,07,7th,"7th May, 1995","May 7, 1995",1995-05-07,7965
1995,5,05,May,May,8,08,8th,"8th May, 1995","May 8, 1995",1995-05-08,10790
1995,5,05,May,May,9,09,9th,"9th May, 1995","May 9, 1995",1995-05-09,11728
1995,5,05,May,May,10,10,10th,"10th May, 1995","May 10, 1995",1995-05-10,11723
1995,5,05,May,May,11,11,11th,"11th May, 1995","May 11, 1995",1995-05-11,11723
1995,5,05,May,May,12,12,12th,"12th May, 1995","May 12, 1995",1995-05-12,11625
1995,5,05,May,May,13,13,13th,"13th May, 1995","May 13, 1995",1995-05-13,8802
1995,5,05,May,May,14,14,14th,"14th May, 1995","May 14, 1995",1995-05-14,8165
1995,5,05,May,May,15,15,15th,"15th May, 1995","May 15, 1995",1995-05-15,11143
1995,5,05,May,May,16,16,16th,"16th May, 1995","May 16, 1995",1995-05-16,12101
1995,5,05,May,May,17,17,17th,"17th May, 1995","May 17, 1995",1995-05-17,12085
1995,5,05,May,May,18,18,18th,"18th May, 1995","May 18, 1995",1995-05-18,11872
1995,5,05,May,May,19,19,19th,"19th May, 1995","May 19, 1995",1995-05-19,11692
1995,5,05,May,May,20,20,20th,"20th May, 1995","May 20, 1995",1995-05-20,8721
1995,5,05,May,May,21,21,21st,"21st May, 1995","May 21, 1995",1995-05-21,8096
1995,5,05,May,May,22,22,22nd,"22nd May, 1995","May 22, 1995",1995-05-22,11250
1995,5,05,May,May,23,23,23rd,"23rd May, 1995","May 23, 1995",1995-05-23,12539
1995,5,05,May,May,24,24,24th,"24th May, 1995","May 24, 1995",1995-05-24,12193
1995,5,05,May,May,25,25,25th,"25th May, 1995","May 25, 1995",1995-05-25,12285
1995,5,05,May,May,26,26,26th,"26th May, 1995","May 26, 1995",1995-05-26,12246
1995,5,05,May,May,27,27,27th,"27th May, 1995","May 27, 1995",1995-05-27,8795
1995,5,05,May,May,28,28,28th,"28th May, 1995","May 28, 1995",1995-05-28,8167
1995,5,05,May,May,29,29,29th,"29th May, 1995","May 29, 1995",1995-05-29,8379
1995,5,05,May,May,30,30,30th,"30th May, 1995","May 30, 1995",1995-05-30,11271
1995,5,05,May,May,31,31,31st,"31st May, 1995","May 31, 1995",1995-05-31,12393
1995,6,06,June,Jun,1,01,1st,"1st June, 1995","Jun 1, 1995",1995-06-01,12243
1995,6,06,June,Jun,2,02,2nd,"2nd June, 1995","Jun 2, 1995",1995-06-02,11991
1995,6,06,June,Jun,3,03,3rd,"3rd June, 1995","Jun 3, 1995",1995-06-03,9069
1995,6,06,June,Jun,4,04,4th,"4th June, 1995","Jun 4, 1995",1995-06-04,8059
1995,6,06,June,Jun,5,05,5th,"5th June, 1995","Jun 5, 1995",1995-06-05,11152
1995,6,06,June,Jun,6,06,6th,"6th June, 1995","Jun 6, 1995",1995-06-06,12119
1995,6,06,June,Jun,7,07,7th,"7th June, 1995","Jun 7, 1995",1995-06-07,11774
1995,6,06,June,Jun,8,08,8th,"8th June, 1995","Jun 8, 1995",1995-06-08,12031
1995,6,06,June,Jun,9,09,9th,"9th June, 1995","Jun 9, 1995",1995-06-09,11645
1995,6,06,June,Jun,10,10,10th,"10th June, 1995","Jun 10, 1995",1995-06-10,8719
1995,6,06,June,Jun,11,11,11th,"11th June, 1995","Jun 11, 1995",1995-06-11,8149
1995,6,06,June,Jun,12,12,12th,"12th June, 1995","Jun 12, 1995",1995-06-12,11169
1995,6,06,June,Jun,13,13,13th,"13th June, 1995","Jun 13, 1995",1995-06-13,11790
1995,6,06,June,Jun,14,14,14th,"14th June, 1995","Jun 14, 1995",1995-06-14,11958
1995,6,06,June,Jun,15,15,15th,"15th June, 1995","Jun 15, 1995",1995-06-15,11906
1995,6,06,June,Jun,16,16,16th,"16th June, 1995","Jun 16, 1995",1995-06-16,11856
1995,6,06,June,Jun,17,17,17th,"17th June, 1995","Jun 17, 1995",1995-06-17,8821
1995,6,06,June,Jun,18,18,18th,"18th June, 1995","Jun 18, 1995",1995-06-18,8203
1995,6,06,June,Jun,19,19,19th,"19th June, 1995","Jun 19, 1995",1995-06-19,11223
1995,6,06,June,Jun,20,20,20th,"20th June, 1995","Jun 20, 1995",1995-06-20,12395
1995,6,06,June,Jun,21,21,21st,"21st June, 1995","Jun 21, 1995",1995-06-21,12049
1995,6,06,June,Jun,22,22,22nd,"22nd June, 1995","Jun 22, 1995",1995-06-22,11799
1995,6,06,June,Jun,23,23,23rd,"23rd June, 1995","Jun 23, 1995",1995-06-23,11942
1995,6,06,June,Jun,24,24,24th,"24th June, 1995","Jun 24, 1995",1995-06-24,9065
1995,6,06,June,Jun,25,25,25th,"25th June, 1995","Jun 25, 1995",1995-06-25,8279
1995,6,06,June,Jun,26,26,26th,"26th June, 1995","Jun 26, 1995",1995-06-26,11127
1995,6,06,June,Jun,27,27,27th,"27th June, 1995","Jun 27, 1995",1995-06-27,12349
1995,6,06,June,Jun,28,28,28th,"28th June, 1995","Jun 28, 1995",1995-06-28,12162
1995,6,06,June,Jun,29,29,29th,"29th June, 1995","Jun 29, 1995",1995-06-29,12423
1995,6,06,June,Jun,30,30,30th,"30th June, 1995","Jun 30, 1995",1995-06-30,12338
